AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving;parametergroep
47;(massa)Concentratie molybdeen in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Mo;molybdeen;metals
279;(massa)Concentratie methamidofos in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mtmdfs;methamidofos;contaminants
277;(massa)Concentratie metazachloor in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mzCl;metazachloor;contaminants
181;(massa)Concentratie natrium in Oppervlaktewater mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Na;natrium;metals
431;(massa)Concentratie naftaleen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Naf;naftaleen;contaminants
41;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Nnf;uitgedrukt in stikstof / opgeloste fractie;NH4;ammonium;eutrophication
30;(massa)Concentratie nikkel in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Ni;nikkel;metals
306;(massa)Concentratie nikkel in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Ni;nikkel;metals
180;(massa)Concentratie stikstof Kjeldahl in Oppervlaktewater uitgedrukt in Stikstof in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;N;uitgedrukt in Stikstof;NKj;stikstof Kjeldahl;eutrophication
92;(massa)Concentratie nitriet in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Nnf;uitgedrukt in stikstof / opgeloste fractie;NO2;nitriet;eutrophication
246;(massa)Concentratie nitraat in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Nnf;uitgedrukt in stikstof / opgeloste fractie;NO3;nitraat;eutrophication
86;(massa)Concentratie stikstof totaal in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Nnf;uitgedrukt in stikstof / opgeloste fractie;Ntot;stikstof totaal;eutrophication
189;(massa)Concentratie stikstof totaal in Oppervlaktewater uitgedrukt in Stikstof particulair gebonden in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Npg;uitgedrukt in Stikstof particulair gebonden;Ntot;stikstof totaal;eutrophication
241;(massa)Concentratie stikstof totaal in Oppervlaktewater uitgedrukt in Stikstof in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;N;uitgedrukt in Stikstof;Ntot;stikstof totaal;eutrophication
31;(massa)Concentratie zuurstof in Oppervlaktewater mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;O2;zuurstof;eutrophication
439;(massa)Concentratie octamethyltetrasiloxaan in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;OcC1yT4slxn;octamethyltetrasiloxaan;contaminants
83;(massa)Concentratie lood in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Pb;lood;metals
230;(massa)Concentratie lood in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Pb;lood;metals
215;(massa)Concentratie 2,2',4,4',6-pentabroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE100;2,2',4,4',6-pentabroomdifenylether;contaminants
403;(massa)Concentratie 2,2',4,4',5,5'-hexabroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE153;2,2',4,4',5,5'-hexabroomdifenylether;contaminants
11;(massa)Concentratie 2,2',4,4',5,6'-hexabroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE154;2,2',4,4',5,6'-hexabroomdifenylether;contaminants
338;(massa)Concentratie 2,4,4'-tribroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE28;2,4,4'-tribroomdifenylether;contaminants
68;(massa)Concentratie 2,2',4,4'-tetrabroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE47;2,2',4,4'-tetrabroomdifenylether;contaminants
116;(massa)Concentratie 2,2',4,4',5-pentabroomdifenylether in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE99;2,2',4,4',5-pentabroomdifenylether;contaminants
25;(massa)Concentratie 2,2',4,5,5'-pentachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB101;2,2',4,5,5'-pentachloorbifenyl;contaminants
174;(massa)Concentratie 2,3',4,4',5-pentachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB118;2,3',4,4',5-pentachloorbifenyl;contaminants
175;(massa)Concentratie 2,2',3,4,4',5'-hexachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB138;2,2',3,4,4',5'-hexachloorbifenyl;contaminants
84;(massa)Concentratie 2,2',4,4',5,5'-hexachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB153;2,2',4,4',5,5'-hexachloorbifenyl;contaminants
340;(massa)Concentratie 2,2',3,4,4',5,5'-heptachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl;contaminants
293;(massa)Concentratie 2,4,4'-trichloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB28;2,4,4'-trichloorbifenyl;contaminants
224;(massa)Concentratie 2,2',5,5'-tetrachloorbifenyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB52;2,2',5,5'-tetrachloorbifenyl;contaminants
270;(massa)Concentratie pentachloorbenzeen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PeClBen;pentachloorbenzeen;contaminants
360;(massa)Concentratie pentachloorfenol in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PeClFol;pentachloorfenol;contaminants
165;(massa)Concentratie pirimicarb in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pirmcb;pirimicarb;contaminants
361;(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Pnf;uitgedrukt in fosfor / opgeloste fractie;PO4;fosfaat;eutrophication
402;(massa)Concentratie propoxur in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;propxr;propoxur;contaminants
87;(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in Fosfor in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;P;uitgedrukt in Fosfor;Ptot;fosfor totaal;eutrophication
138;(massa)Concentratie fosfor totaal in Oppervlaktewater particulair gebonden in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;pg;particulair gebonden;Ptot;fosfor totaal;eutrophication
173;(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Pnf;uitgedrukt in fosfor / opgeloste fractie;Ptot;fosfor totaal;eutrophication
72;(massa)Concentratie pyreen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Pyr;pyreen;contaminants
105;(massa)Concentratie pyridaben in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pyrdbn;pyridaben;contaminants
268;(massa)Concentratie pyriproxyfen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pyrpxfn;pyriproxyfen;contaminants
57;(massa)Concentratie som 4-nonylfenol-isomeren (vertakt) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;s4C9yFol;som 4-nonylfenol-isomeren (vertakt);contaminants
80;(massa)Concentratie antimoon in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Sb;antimoon;metals
171;(massa)Concentratie antimoon in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Sb;antimoon;metals
409;(massa)Concentratie som C10-C13-chlooralkanen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;sC10C13Clakn;som C10-C13-chlooralkanen;contaminants
176;(massa)Concentratie som cholinesteraseremmers in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;sChER;som cholinesteraseremmers;contaminants
245;(massa)Concentratie seleen in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Se;seleen;metals
373;(massa)Concentratie seleen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Se;seleen;metals
233;(massa)Concentratie som extraheerbare organische halogeenverbindingen in Oppervlaktewater uitgedrukt in Chloor in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Cl;uitgedrukt in Chloor;sEOX;som extraheerbare organische halogeenverbindingen;contaminants
216;(massa)Concentratie som fenolen waterdampvluchtig in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;sFolwv;som fenolen waterdampvluchtig;contaminants
374;(massa)Concentratie simazine in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;simzne;simazine;contaminants
214;(massa)Concentratie som methyleenblauwactieve stoffen anionactief in Oppervlaktewater mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;sMBAS;som methyleenblauwactieve stoffen anionactief;contaminants
141;(massa)Concentratie tin in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Sn;tin;metals
208;(massa)Concentratie tin in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Sn;tin;metals
419;(massa)Concentratie som nitraat en nitriet in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;Nnf;uitgedrukt in stikstof / opgeloste fractie;sNO3NO2;som nitraat en nitriet;eutrophication
91;(massa)Concentratie sulfaat in Oppervlaktewater mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;SO4;sulfaat;wq
339;(massa)Concentratie sulfaat in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);SO4;sulfaat;wq
296;(massa)Concentratie styreen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;styrn;styreen;contaminants
76;(massa)Concentratie tetrabutyltin in Oppervlaktewater ng/l;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;T4C4ySn;tetrabutyltin;contaminants
351;(massa)Concentratie tetrabutyltin in Oppervlaktewater uitgedrukt in Tin in ng/l;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in Tin;T4C4ySn;tetrabutyltin;contaminants
186;(massa)Concentratie tetrachloormethaan (tetra) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;T4ClC1a;tetrachloormethaan (tetra);contaminants
185;(massa)Concentratie tetrachlooretheen (per) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;T4ClC2e;tetrachlooretheen (per);contaminants
274;(massa)Concentratie triazofos in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tazfs;triazofos;contaminants
36;(massa)Concentratie tributylfosfaat in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TC4yPO4;tributylfosfaat;contaminants
74;(massa)Concentratie tributyltin (kation) in Oppervlaktewater ng/l;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TC4ySn;tributyltin (kation);contaminants
75;(massa)Concentratie tributyltin (kation) in Oppervlaktewater uitgedrukt in Tin in ng/l;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in Tin;TC4ySn;tributyltin (kation);contaminants
187;(massa)Concentratie trichloormethaan (chloroform) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TClC1a;trichloormethaan (chloroform);contaminants
133;(massa)Concentratie trichlooretheen (tri) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TClC2e;trichlooretheen (tri);contaminants
117;(massa)Concentratie trichloorfon in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TClfn;trichloorfon;contaminants
107;(massa)Concentratie tellurium in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Te;tellurium;metals
248;(massa)Concentratie tellurium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Te;tellurium;metals
3;(massa)Concentratie teflubenzuron in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;tefbzrn;teflubenzuron;contaminants
347;(massa)Concentratie terbutrin in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;terbtn;terbutrin;contaminants
273;(massa)Concentratie terbutylazine in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;terC4yazne;terbutylazine;contaminants
9;(massa)Concentratie trifluraline in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tfrlne;trifluraline;contaminants
227;(massa)Concentratie trifenyltin (kation) in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TFySn;trifenyltin (kation);contaminants
282;(massa)Concentratie trifenyltin (kation) in Oppervlaktewater uitgedrukt in Tin in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in Tin;TFySn;trifenyltin (kation);contaminants
90;(massa)Concentratie titaan in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Ti;titaan;metals
271;(massa)Concentratie titaan in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Ti;titaan;metals
60;(massa)Concentratie thallium in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tl;thallium;metals
336;(massa)Concentratie thallium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Tl;thallium;metals
188;(massa)Concentratie tolueen in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tol;tolueen;contaminants
276;(massa)Concentratie tolclofos-methyl in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;tolcfsC1y;tolclofos-methyl;contaminants
109;(massa)Concentratie uranium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);U;uranium;metals
308;(massa)Concentratie uranium in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;U;uranium;metals
37;(massa)Concentratie vanadium in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;V;vanadium;metals
407;(massa)Concentratie vanadium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);V;vanadium;metals
38;(massa)Concentratie zink in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Zn;zink;metals
172;(massa)Concentratie zink in Oppervlaktewater ug/l;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Zn;zink;metals
39;(massa)Concentratie Zwevende stof in Oppervlaktewater mg/l;mg/l;milligram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ZS;Zwevende stof;light
51;Golffrequentie bij maximum v.h. variantiedichtheidspectrum Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in mHz;mHz;millihertz;Fp;Golffrequentie bij maximum v.h. variantiedichtheidspectrum;F003-100;golffrequentie tussen 30 en 1000 mHz;NVT;Waarde is niet van toepassing;physics
266;Golffrequentie bij maximum v.h. variantiedichtheidspectrum Oppervlaktewater Hz;Hz;hertz;Fp;Golffrequentie bij maximum v.h. variantiedichtheidspectrum;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
443;Golffrequentie bij maximum v.h. variantiedichtheidspectrum Oppervlaktewater golffrequentie tussen 30 en 500 mHz in mHz;mHz;millihertz;Fp;Golffrequentie bij maximum v.h. variantiedichtheidspectrum;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
168;Geleidendheid Oppervlaktewater t.o.v. 20 graden Celsius in mS/m;mS/m;millisiemens per meter;GELDHD;Geleidendheid;20oC;t.o.v. 20 graden Celsius;NVT;Waarde is niet van toepassing;salinity
195;Geleidendheid Oppervlaktewater S/m;S/m;siemens per meter;GELDHD;Geleidendheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;salinity
313;Geleidendheid Oppervlaktewater mS/m;mS/m;millisiemens per meter;GELDHD;Geleidendheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;salinity
265;Geurverdunningsfactor Oppervlaktewater ;DIMSLS;dimensieloos;GEURVDNFTR;Geurverdunningsfactor;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;wq
255;Gemiddelde golfhoogte in het tijdsdomein Oppervlaktewater cm;cm;centimeter;GGH;Gemiddelde golfhoogte in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
256;Gemiddelde golfperiode in het tijdsdomein Oppervlaktewater s;s;seconde;GGT;Gemiddelde golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
48;Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein) Oppervlaktewater cm;cm;centimeter;H1/10;Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein);NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
391;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein) Oppervlaktewater cm;cm;centimeter;H1/3;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
150;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein) verwacht Oppervlaktewater cm;cm;centimeter;H1/3V;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein) verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
440;Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein) Oppervlaktewater cm;cm;centimeter;H1/50;Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein);NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
154;Hefhoogte t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;HEFHTE;Hefhoogte;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
56;Hardheid Oppervlaktewater uitgedrukt in Calciumcarbonaat in mg/l;mg/l;milligram per liter;HH;Hardheid;CaCO3;uitgedrukt in Calciumcarbonaat;NVT;Waarde is niet van toepassing;wq
194;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in cm;cm;centimeter;Hm0;Significante golfhoogte in het spectrale domein;F003-100;golffrequentie tussen 30 en 1000 mHz;NVT;Waarde is niet van toepassing;physics
312;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;cm;centimeter;Hm0;Significante golfhoogte in het spectrale domein;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
394;Significante golfhoogte in het spectrale domein Oppervlaktewater cm;cm;centimeter;Hm0;Significante golfhoogte in het spectrale domein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
55;Significante golfhoogte in het spectrale domein verwacht Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;cm;centimeter;Hm0V;Significante golfhoogte in het spectrale domein verwacht;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
155;Significante golfhoogte in het spectrale domein verwacht Oppervlaktewater cm;cm;centimeter;Hm0V;Significante golfhoogte in het spectrale domein verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
147;Maximale golfhoogte in het tijdsdomein Oppervlaktewater cm;cm;centimeter;Hmax;Maximale golfhoogte in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
98;Significante deiningshoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm;cm;centimeter;HTE3;Significante deiningshoogte in het spectrale domein;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
321;Significante deiningshoogte in het spectrale domein Oppervlaktewater cm;cm;centimeter;HTE3;Significante deiningshoogte in het spectrale domein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
260;Significante deiningshoogte in het spectrale domein verwacht Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm;cm;centimeter;HTE3V;Significante deiningshoogte in het spectrale domein verwacht;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
58;Korrelgroottefractie Zwevende stof diameter kleiner dan 16 um / drooggewicht in %;%;procent;KGF;Korrelgroottefractie;Dk0016dg;diameter kleiner dan 16 um / drooggewicht;NVT;Waarde is niet van toepassing;light
328;Korrelgroottefractie Zwevende stof diameter kleiner dan 2 um / drooggewicht in %;%;procent;KGF;Korrelgroottefractie;Dk0002dg;diameter kleiner dan 2 um / drooggewicht;NVT;Waarde is niet van toepassing;light
40;Luchtdruk Lucht hPa;hPa;hectopascal;LUCHTDK;Luchtdruk;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
417;Massafractie 1,2,3,4-tetrachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1234T4ClBen;1,2,3,4-tetrachloorbenzeen;contaminants
20;Massafractie 1,2,3-trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;123TClBen;1,2,3-trichloorbenzeen;contaminants
167;Massafractie 1,2,4,5-tetrachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1245T4ClBen;1,2,4,5-tetrachloorbenzeen;contaminants
21;Massafractie 1,2,4-trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;124TClBen;1,2,4-trichloorbenzeen;contaminants
408;Massafractie 1,2-dichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;12DClBen;1,2-dichloorbenzeen;contaminants
267;Massafractie 1,3,5-trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;135TClBen;1,3,5-trichloorbenzeen;contaminants
118;Massafractie 1,3-dichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;13DClBen;1,3-dichloorbenzeen;contaminants
281;Massafractie 1,4-dichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;14DClBen;1,4-dichloorbenzeen;contaminants
217;Massafractie 1-chloor-3-nitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl3NO2Ben;1-chloor-3-nitrobenzeen;contaminants
410;Massafractie 2,3-dichloornitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;23DClNO2Ben;2,3-dichloornitrobenzeen;contaminants
